guest_id,hotel_id,final_price
guest_964,hotel_292,118.75
guest_564,hotel_187,195.65
guest_327,hotel_3,119.85
guest_867,hotel_1,253.89
guest_3813,hotel_305,65.12
guest_1234,hotel_73,251.23
guest_3051,hotel_395,206.78
guest_2182,hotel_221,167.45
guest_1124,hotel_75,208.74
guest_1953,hotel_11,214.7
guest_3853,hotel_161,160.19
guest_3090,hotel_17,106.48
guest_901,hotel_352,256.68
guest_3447,hotel_213,215.04
guest_3517,hotel_334,81.34
guest_685,hotel_353,167.45
guest_586,hotel_340,225.98999999999998
guest_123,hotel_262,60.52
guest_3093,hotel_361,177.39000000000001
guest_1590,hotel_182,170.72
guest_1688,hotel_341,292.04
guest_1467,hotel_189,64.24
guest_2216,hotel_211,92.82000000000001
guest_3682,hotel_259,210.23999999999998
guest_3580,hotel_152,147.42000000000002
guest_3025,hotel_186,148.42000000000002
guest_1116,hotel_292,118.75
guest_2503,hotel_285,185.12
guest_3848,hotel_208,78.57
guest_2241,hotel_357,170.72
guest_2540,hotel_342,125.10000000000001
guest_207,hotel_136,131.22
guest_3171,hotel_30,86.7
guest_1510,hotel_121,54.879999999999995
guest_3590,hotel_70,83.3
guest_2902,hotel_180,208.32
guest_2501,hotel_391,178.0
guest_3993,hotel_203,112.8
guest_195,hotel_315,201.11
guest_152,hotel_43,273.0
guest_1253,hotel_216,178.07999999999998
guest_1819,hotel_225,234.07
guest_1161,hotel_106,279.18
guest_731,hotel_351,110.88
guest_3354,hotel_8,226.56
guest_1987,hotel_23,44.28
guest_3547,hotel_36,164.04999999999998
guest_2869,hotel_113,89.88
guest_61,hotel_9,183.87
guest_3182,hotel_204,86.49
guest_2089,hotel_354,50.44
guest_66,hotel_154,206.54999999999998
guest_3885,hotel_156,223.44
guest_1699,hotel_320,46.48
guest_3613,hotel_215,126.35
guest_1464,hotel_229,204.17999999999998
guest_2304,hotel_114,169.1
guest_3141,hotel_191,250.0
guest_6,hotel_212,186.55
guest_1905,hotel_82,253.82
guest_2127,hotel_393,249.0
guest_3079,hotel_269,107.95
guest_1089,hotel_38,120.15
guest_1639,hotel_144,50.15
guest_350,hotel_197,116.24999999999999
guest_928,hotel_9,192.95
guest_1368,hotel_45,90.25
guest_2399,hotel_364,142.56
guest_3956,hotel_341,265.22
guest_2190,hotel_86,95.12
guest_132,hotel_123,175.56
guest_2950,hotel_277,272.57
guest_57,hotel_131,244.44
guest_160,hotel_94,96.32
guest_226,hotel_194,105.80000000000001
guest_633,hotel_340,235.70999999999998
guest_1635,hotel_324,265.88
guest_994,hotel_246,107.95
guest_3837,hotel_274,146.08
guest_3793,hotel_262,63.239999999999995
guest_911,hotel_371,166.32
guest_1144,hotel_307,255.42
guest_2979,hotel_161,181.42
guest_83,hotel_357,172.48
guest_1835,hotel_57,127.3
guest_1602,hotel_322,217.54999999999998
guest_1651,hotel_173,81.48
guest_412,hotel_117,279.18
guest_3097,hotel_39,274.0
guest_2628,hotel_212,180.4
guest_1151,hotel_352,240.12
guest_86,hotel_348,140.28
guest_2288,hotel_170,76.26
guest_2324,hotel_278,256.68
guest_1560,hotel_135,63.36
guest_1692,hotel_252,58.88
guest_3687,hotel_117,250.98
guest_2788,hotel_331,233.64
guest_2118,hotel_230,248.17
guest_2787,hotel_245,234.9
guest_3177,hotel_40,97.02
guest_3610,hotel_224,69.92
guest_2289,hotel_317,123.19
guest_527,hotel_325,192.92000000000002
guest_1087,hotel_323,128.8
guest_1860,hotel_298,229.23000000000002
guest_2369,hotel_268,62.05
guest_3048,hotel_369,121.03
guest_1097,hotel_339,60.68000000000001
guest_2661,hotel_40,90.16000000000001
guest_1557,hotel_393,216.63
guest_31,hotel_181,89.64
guest_378,hotel_357,176.0
guest_778,hotel_133,162.54
guest_1983,hotel_119,208.04999999999998
guest_789,hotel_241,71.34
guest_864,hotel_354,52.0
guest_3713,hotel_382,106.60000000000001
guest_1552,hotel_272,180.0
guest_2129,hotel_222,219.45
guest_3649,hotel_14,171.6
guest_2472,hotel_352,270.48
guest_358,hotel_394,264.81
guest_2495,hotel_63,249.4
guest_2391,hotel_90,85.0
guest_3039,hotel_397,66.64
guest_2691,hotel_137,80.04
guest_2144,hotel_243,107.01
guest_1991,hotel_227,180.9
guest_3803,hotel_252,53.12
guest_3292,hotel_159,179.74
guest_1072,hotel_80,239.0
guest_2837,hotel_306,188.79
guest_553,hotel_267,253.17
guest_2242,hotel_367,265.58
guest_2363,hotel_55,226.54
guest_1226,hotel_130,119.72000000000001
guest_2612,hotel_382,117.0
guest_1101,hotel_119,192.72
guest_13,hotel_102,72.27
guest_2034,hotel_349,112.56
guest_514,hotel_201,254.6
guest_3421,hotel_259,216.81
guest_2251,hotel_138,201.39999999999998
guest_1938,hotel_304,137.2
guest_2038,hotel_265,243.8
guest_535,hotel_177,73.47
guest_108,hotel_7,64.17
guest_330,hotel_18,241.07999999999998
guest_1289,hotel_131,216.72
guest_2278,hotel_30,82.62
guest_3789,hotel_222,187.11
guest_19,hotel_212,190.64999999999998
guest_2583,hotel_1,221.13000000000002
guest_2660,hotel_173,82.45
guest_88,hotel_160,57.12
guest_1544,hotel_168,241.38000000000002
guest_1143,hotel_29,121.8
guest_1562,hotel_118,175.57
guest_1477,hotel_223,285.18
guest_3934,hotel_22,51.239999999999995
guest_3446,hotel_104,60.589999999999996
guest_1514,hotel_240,175.48000000000002
guest_664,hotel_161,181.42
guest_1712,hotel_95,278.34999999999997
guest_2131,hotel_386,166.5
guest_3680,hotel_168,289.06
guest_1926,hotel_92,50.15
guest_159,hotel_45,92.14999999999999
guest_1542,hotel_59,97.44
guest_1753,hotel_143,193.92
guest_2964,hotel_274,156.04
guest_3179,hotel_214,67.14999999999999
guest_1854,hotel_84,195.75
guest_2027,hotel_65,198.88
guest_1492,hotel_342,127.88000000000001
guest_1727,hotel_130,124.1
guest_1275,hotel_390,155.1
guest_70,hotel_333,161.5
guest_2111,hotel_96,205.92
guest_2774,hotel_169,229.23000000000002
guest_1169,hotel_61,147.57999999999998
guest_612,hotel_359,156.48
guest_3724,hotel_98,176.88
guest_1596,hotel_216,178.07999999999998
guest_3504,hotel_47,52.379999999999995
guest_3531,hotel_371,142.79999999999998
guest_2157,hotel_70,73.1
guest_221,hotel_289,250.75
guest_277,hotel_34,170.28
guest_3624,hotel_48,228.81
guest_3675,hotel_271,166.84
guest_3442,hotel_171,161.99
guest_3065,hotel_186,148.42000000000002
guest_1901,hotel_352,251.16
guest_1733,hotel_42,120.53999999999999
guest_681,hotel_152,150.66
guest_3967,hotel_384,108.36
guest_1807,hotel_95,249.04999999999998
guest_2052,hotel_266,148.72
guest_1731,hotel_330,72.21
guest_1247,hotel_183,138.6
guest_230,hotel_187,210.7
guest_3620,hotel_129,84.15
guest_1108,hotel_35,130.95
guest_1158,hotel_129,73.1
guest_2037,hotel_237,209.16
guest_3262,hotel_124,226.95000000000002
guest_175,hotel_393,229.08
guest_480,hotel_152,144.18
guest_3748,hotel_1,270.27
guest_1012,hotel_230,266.11
guest_3955,hotel_246,107.95
guest_2652,hotel_66,200.25
guest_1856,hotel_304,137.2
guest_419,hotel_340,225.98999999999998
guest_2898,hotel_330,68.89
guest_3257,hotel_150,78.57
guest_231,hotel_161,181.42
guest_1653,hotel_258,183.92
guest_2768,hotel_346,169.75
guest_2446,hotel_145,113.03
guest_216,hotel_266,158.85999999999999
guest_3342,hotel_298,266.02
guest_1761,hotel_186,181.0
guest_2222,hotel_82,222.74
guest_2204,hotel_341,286.08
guest_3326,hotel_349,127.3
guest_488,hotel_321,50.76
guest_2262,hotel_161,162.12
guest_1457,hotel_72,235.29
guest_3903,hotel_172,121.44000000000001
guest_1947,hotel_187,182.75
guest_1682,hotel_352,245.64000000000001
guest_3208,hotel_365,43.74
guest_1771,hotel_119,205.85999999999999
guest_2899,hotel_266,143.65
guest_460,hotel_250,247.33999999999997
guest_1872,hotel_390,165.0
guest_802,hotel_391,174.0
guest_3614,hotel_139,251.43
guest_3871,hotel_259,179.58
guest_1895,hotel_329,207.93
guest_2867,hotel_278,262.26
guest_3739,hotel_187,206.4
guest_2962,hotel_78,146.02
guest_555,hotel_393,206.67
guest_3150,hotel_263,247.0
guest_2417,hotel_67,193.06
guest_1224,hotel_385,212.04
guest_2626,hotel_60,232.32
guest_3122,hotel_38,121.5
guest_3870,hotel_125,94.77000000000001
guest_2548,hotel_92,54.87
guest_2527,hotel_127,276.21
guest_3549,hotel_248,168.48000000000002
guest_3217,hotel_277,269.76
guest_2829,hotel_211,89.76
guest_3637,hotel_31,170.28
guest_2703,hotel_373,240.12
guest_1880,hotel_202,276.48
guest_3869,hotel_379,228.81
guest_1898,hotel_15,49.84
guest_2629,hotel_63,266.8
guest_1843,hotel_130,118.26
guest_2151,hotel_67,191.09
guest_3075,hotel_129,73.1
guest_68,hotel_150,77.75999999999999
guest_3877,hotel_373,258.39
guest_1338,hotel_28,91.52
guest_266,hotel_235,111.52000000000001
guest_1572,hotel_349,119.26
guest_1182,hotel_13,196.02
guest_1871,hotel_291,97.37
guest_2674,hotel_200,176.7
guest_839,hotel_223,258.99
guest_464,hotel_219,67.14999999999999
guest_683,hotel_196,79.67999999999999
guest_1036,hotel_264,146.88
guest_60,hotel_7,66.92999999999999
guest_3001,hotel_174,66.96
guest_3936,hotel_372,168.48999999999998
guest_1355,hotel_343,217.0
guest_3004,hotel_242,49.019999999999996
guest_2320,hotel_241,78.72
guest_1298,hotel_82,243.45999999999998
guest_400,hotel_255,151.06
guest_2569,hotel_321,51.839999999999996
guest_707,hotel_94,91.84
guest_116,hotel_205,170.19
guest_2662,hotel_210,152.25
guest_935,hotel_253,232.04999999999998
guest_2276,hotel_321,52.379999999999995
guest_2758,hotel_56,195.94
guest_3441,hotel_66,209.25
guest_3444,hotel_147,213.35
guest_3049,hotel_205,173.85
guest_2595,hotel_232,209.0
guest_233,hotel_172,130.68
guest_1335,hotel_329,198.37
guest_1623,hotel_398,82.62
guest_2143,hotel_370,212.97
guest_2614,hotel_218,87.42
guest_1686,hotel_115,239.12
guest_4,hotel_182,176.0
guest_29,hotel_369,129.01
guest_3736,hotel_338,121.03
guest_3125,hotel_200,152.52
guest_1393,hotel_63,240.7
guest_3316,hotel_112,81.17999999999999
guest_1577,hotel_250,250.32
guest_3212,hotel_160,61.88
guest_979,hotel_388,277.42
guest_2523,hotel_63,284.2
guest_3127,hotel_373,224.46
guest_850,hotel_353,189.12
guest_372,hotel_53,55.44
guest_3825,hotel_189,67.89
guest_3064,hotel_233,272.44
guest_3707,hotel_377,143.62
guest_2218,hotel_263,257.4
guest_259,hotel_40,89.18
guest_2493,hotel_207,125.44
guest_1981,hotel_120,54.120000000000005
guest_3139,hotel_56,173.72
guest_3137,hotel_91,190.07999999999998
guest_2041,hotel_210,164.5
guest_1296,hotel_371,141.12
guest_3187,hotel_297,219.23999999999998
guest_284,hotel_27,272.09000000000003
guest_1851,hotel_359,140.18
guest_719,hotel_42,121.77
guest_3887,hotel_246,109.22
guest_2939,hotel_290,150.88000000000002
guest_2830,hotel_4,135.02
guest_790,hotel_20,162.87
guest_142,hotel_374,165.44
guest_3592,hotel_44,208.98
guest_2486,hotel_87,234.08
guest_263,hotel_344,85.26
guest_3361,hotel_121,50.4
guest_1554,hotel_9,197.49
guest_750,hotel_381,245.64000000000001
guest_2922,hotel_55,224.13
guest_3535,hotel_227,178.89000000000001
guest_1900,hotel_350,47.04
guest_1924,hotel_359,143.44
guest_1546,hotel_153,76.5
guest_1062,hotel_21,182.32
guest_3113,hotel_345,129.2
guest_3595,hotel_307,245.1
guest_3718,hotel_358,195.8
guest_738,hotel_69,216.2
guest_2616,hotel_91,163.2
guest_2828,hotel_161,179.48999999999998
guest_3838,hotel_87,252.7
guest_63,hotel_198,75.60000000000001
guest_2105,hotel_244,130.13
guest_2063,hotel_150,72.9
guest_3346,hotel_46,199.01999999999998
guest_2692,hotel_91,170.88
guest_2410,hotel_189,68.61999999999999
guest_1498,hotel_286,171.81
guest_1993,hotel_201,265.32
guest_1914,hotel_82,243.45999999999998
guest_2506,hotel_280,70.98
guest_3465,hotel_90,72.25
guest_3766,hotel_172,113.52
guest_2375,hotel_19,101.7
guest_2093,hotel_393,246.51
guest_1190,hotel_362,186.55
guest_2859,hotel_256,84.28
guest_807,hotel_157,64.35
guest_1175,hotel_355,246.0
guest_485,hotel_282,197.62
guest_3427,hotel_331,221.83999999999997
guest_342,hotel_130,121.17999999999999
guest_1609,hotel_12,221.76
guest_1433,hotel_60,205.7
guest_1223,hotel_311,207.46
guest_1069,hotel_266,155.48000000000002
guest_3742,hotel_275,159.0
guest_374,hotel_242,47.879999999999995
guest_1803,hotel_81,231.84
guest_1613,hotel_4,157.0
guest_3807,hotel_245,287.1
guest_698,hotel_73,222.74
guest_1475,hotel_219,67.14999999999999
guest_2450,hotel_167,44.550000000000004
guest_356,hotel_217,268.64
guest_3368,hotel_190,48.5
guest_459,hotel_84,195.75
guest_1094,hotel_310,214.0
guest_860,hotel_52,137.28
guest_3490,hotel_115,241.56
guest_339,hotel_29,140.65
guest_3587,hotel_260,197.0
guest_776,hotel_98,180.9
guest_672,hotel_261,186.01
guest_10,hotel_253,273.0
guest_74,hotel_267,250.56
guest_1113,hotel_312,265.97999999999996
guest_1910,hotel_377,146.96
guest_1380,hotel_13,192.06
guest_924,hotel_111,215.04999999999998
guest_475,hotel_240,181.9
guest_1502,hotel_160,59.16
guest_3542,hotel_139,245.65
guest_2344,hotel_27,263.12
guest_3676,hotel_372,196.91
guest_3478,hotel_140,171.35999999999999
guest_2313,hotel_379,215.66000000000003
guest_1676,hotel_337,66.0
guest_2730,hotel_80,200.76
guest_1533,hotel_120,66.0
guest_957,hotel_156,225.72
guest_2086,hotel_358,184.79999999999998
guest_3296,hotel_140,181.56
guest_2834,hotel_151,172.01999999999998
guest_2420,hotel_292,122.5
guest_3712,hotel_287,139.2
guest_613,hotel_77,63.14000000000001
guest_288,hotel_88,63.0
guest_487,hotel_368,229.08
guest_2868,hotel_195,82.72
guest_1282,hotel_343,190.96
guest_3849,hotel_330,69.72
guest_883,hotel_195,84.60000000000001
guest_1809,hotel_218,88.35
guest_1549,hotel_166,228.92
guest_423,hotel_256,95.06
guest_1636,hotel_90,84.15
guest_1500,hotel_297,229.68
guest_2650,hotel_326,229.68
guest_1142,hotel_214,68.73
guest_546,hotel_46,214.0
guest_1434,hotel_163,105.56
guest_497,hotel_15,52.08
guest_1485,hotel_292,101.25
guest_3953,hotel_14,159.9
guest_920,hotel_122,148.63
guest_1980,hotel_355,216.48
guest_2256,hotel_11,194.35999999999999
guest_3189,hotel_319,250.20000000000002
guest_3948,hotel_357,144.32000000000002
guest_375,hotel_387,73.95
guest_121,hotel_70,70.55
guest_1440,hotel_262,55.080000000000005
guest_2805,hotel_52,140.4
guest_3494,hotel_344,88.2
guest_3784,hotel_137,92.0
guest_3054,hotel_198,73.92
guest_1715,hotel_83,199.68
guest_1377,hotel_9,213.38
guest_397,hotel_159,200.64
guest_2161,hotel_83,170.56
guest_2069,hotel_352,237.35999999999999
guest_3448,hotel_143,163.62
guest_361,hotel_81,209.16
guest_253,hotel_24,50.879999999999995
guest_1180,hotel_307,250.26
guest_2980,hotel_345,125.12
guest_1882,hotel_124,214.2
guest_1561,hotel_44,235.70999999999998
guest_165,hotel_385,186.96
guest_3135,hotel_324,283.21999999999997
guest_2719,hotel_90,75.65
guest_429,hotel_82,230.51
guest_2624,hotel_4,147.57999999999998
guest_2318,hotel_36,183.35
guest_138,hotel_125,97.11
guest_2233,hotel_289,274.34999999999997
guest_1655,hotel_109,60.97
guest_2074,hotel_97,253.44
guest_1082,hotel_59,100.92
guest_3652,hotel_137,74.52000000000001
guest_2927,hotel_84,207.0
guest_1581,hotel_192,83.6
guest_2519,hotel_15,56.0
guest_227,hotel_1,262.08
guest_1956,hotel_105,121.44000000000001
guest_3196,hotel_399,272.64
guest_3611,hotel_170,82.77
guest_1883,hotel_200,182.28
guest_3699,hotel_244,131.56
guest_183,hotel_163,96.28
guest_544,hotel_386,170.20000000000002
guest_1145,hotel_97,285.12
guest_189,hotel_214,78.21
guest_115,hotel_378,161.01999999999998
guest_1691,hotel_281,143.55
guest_733,hotel_131,226.8
guest_2878,hotel_121,51.52
guest_113,hotel_355,233.7
guest_2273,hotel_57,128.64
guest_998,hotel_379,228.81
guest_991,hotel_381,240.12
guest_1340,hotel_70,83.3
guest_190,hotel_325,180.2
guest_1565,hotel_350,50.4
guest_2832,hotel_321,43.74
guest_1331,hotel_142,124.7
guest_449,hotel_300,192.28
guest_389,hotel_308,244.79000000000002
guest_1786,hotel_201,262.64
guest_791,hotel_321,46.98
guest_1698,hotel_385,228.0
guest_2499,hotel_210,171.5
guest_3129,hotel_66,218.25
guest_2264,hotel_41,262.26
guest_500,hotel_339,63.64
guest_1986,hotel_124,244.79999999999998
guest_3272,hotel_17,116.16
guest_2520,hotel_131,226.8
guest_2186,hotel_31,194.04
guest_85,hotel_323,123.2
guest_3530,hotel_72,230.23000000000002
guest_2538,hotel_269,120.64999999999999
guest_1785,hotel_316,166.43
guest_1063,hotel_244,125.84
guest_2479,hotel_38,114.75
guest_1624,hotel_263,231.4
guest_2159,hotel_387,68.85000000000001
guest_494,hotel_383,160.20000000000002
guest_2847,hotel_355,209.1
guest_94,hotel_151,153.72
guest_2793,hotel_344,98.0
guest_1825,hotel_384,107.1
guest_2711,hotel_320,51.52
guest_2755,hotel_193,166.47
guest_3206,hotel_170,85.56
guest_1681,hotel_72,230.23000000000002
guest_2786,hotel_260,187.14999999999998
guest_334,hotel_100,134.4
guest_2983,hotel_95,246.12
guest_2901,hotel_258,169.29000000000002
guest_3281,hotel_84,220.5
guest_2459,hotel_394,282.27
guest_2725,hotel_314,240.99
guest_2309,hotel_75,183.18
guest_2142,hotel_234,173.02
guest_2335,hotel_233,236.29999999999998
guest_1892,hotel_149,258.53999999999996
guest_759,hotel_303,142.4
guest_495,hotel_10,190.92
guest_278,hotel_318,141.62
guest_1670,hotel_89,190.0
guest_185,hotel_232,200.64
guest_2748,hotel_348,151.97
guest_671,hotel_192,82.65
guest_939,hotel_347,185.76
guest_275,hotel_103,233.76999999999998
guest_1711,hotel_210,175.0
guest_2028,hotel_55,204.85
guest_3528,hotel_50,199.68
guest_2610,hotel_395,175.13
guest_606,hotel_362,205.0
guest_401,hotel_309,109.8
guest_1023,hotel_150,70.47
guest_537,hotel_288,118.8
guest_2248,hotel_62,124.74000000000001
guest_1496,hotel_300,181.83
guest_1545,hotel_327,207.48000000000002
guest_2014,hotel_36,160.19
guest_2947,hotel_219,69.52
guest_3364,hotel_232,188.1
guest_3363,hotel_399,278.32
guest_1863,hotel_399,258.44
guest_2101,hotel_306,203.0
guest_2076,hotel_303,139.2
guest_2592,hotel_207,121.6
guest_2566,hotel_366,118.8
guest_1642,hotel_19,102.83
guest_2317,hotel_152,145.8
guest_2634,hotel_290,163.76
guest_1054,hotel_373,227.07
guest_3925,hotel_239,242.0
guest_2030,hotel_6,51.62
guest_841,hotel_118,175.57
guest_1309,hotel_4,142.87
guest_404,hotel_274,139.44
guest_936,hotel_29,145.0
guest_1064,hotel_329,219.88
guest_2521,hotel_338,127.67999999999999
guest_3529,hotel_83,183.04
guest_3009,hotel_273,54.779999999999994
guest_525,hotel_94,104.16
guest_2152,hotel_69,195.5
guest_3734,hotel_42,118.08
guest_1021,hotel_54,207.06
guest_1705,hotel_186,171.95
guest_3932,hotel_285,189.28
guest_2816,hotel_205,150.06
guest_2623,hotel_94,100.8
guest_2835,hotel_145,115.57000000000001
guest_3780,hotel_319,233.51999999999998
guest_3213,hotel_221,165.48
guest_3134,hotel_264,149.94
guest_1886,hotel_313,168.36
guest_2413,hotel_149,230.73999999999998
guest_3096,hotel_212,202.95
guest_2798,hotel_371,142.79999999999998
guest_3689,hotel_247,60.0
guest_799,hotel_211,96.89999999999999
